threshold,tp,fp,tn,fn,false_acceptance_rate,false_rejection_rate,precision,recall,specificity,f1,balanced_accuracy,g_mean,coverage,accepted_critical_failures_confirmed,accepted_failures_worst_case_critical,accepted_fail_case_ids,far_ci95_lower_two_sided,far_ci95_upper_two_sided,far_upper_95_one_sided,precision_ci95_lower,precision_ci95_upper,fixed_cv_f1_std,fixed_cv_recall_std,fixed_cv_far_compliance_rate
0.26,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.261,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.262,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.263,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.264,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.265,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.266,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.267,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.268,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.269,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.27,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.271,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.272,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.273,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.274,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.275,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.276,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.277,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.277875,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.278,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.279,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.28,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.281,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.282,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.283,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.284,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.285,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.286,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.287,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.288,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.289,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.29,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.291,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.292,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.293,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.294,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.295,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.296,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.297,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.298,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.299,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.3,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.301,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.302,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.303,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.304,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.305,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.305604,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.306,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.307,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.308,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.309,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.31,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.311,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.312,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.313,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.314,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.315,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.316,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.317,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.318,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.319,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.32,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.321,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.322,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.323,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.324,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.325,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.326,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.327,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.328,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.329,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.33,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.331,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.332,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.333,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.333333,14,2,12,0,0.14285714285714285,0.0,0.875,1.0,0.8571428571428571,0.9333333333333333,0.9285714285714286,0.9258200997725514,0.5714285714285714,,2,unsupported_rental_car_extension;unsupported_mixed_extra_claim,0.01779451548319154,0.428129160909699,0.38538968236388194,0.6165237631507364,0.9844863961845861,0.07702755934053206,0.0,0.62
0.334,14,1,13,0,0.07142857142857142,0.0,0.9333333333333333,1.0,0.9285714285714286,0.9655172413793104,0.9642857142857143,0.9636241116594315,0.5357142857142857,,1,unsupported_mixed_extra_claim,0.001806780659125388,0.3386844899318212,0.29673423894887474,0.6805154334216966,0.9983135697586473,0.06255511855270404,0.0,0.8
0.335,14,1,13,0,0.07142857142857142,0.0,0.9333333333333333,1.0,0.9285714285714286,0.9655172413793104,0.9642857142857143,0.9636241116594315,0.5357142857142857,,1,unsupported_mixed_extra_claim,0.001806780659125388,0.3386844899318212,0.29673423894887474,0.6805154334216966,0.9983135697586473,0.06255511855270404,0.0,0.8
