threshold,n,leakage_groups,tp,fp,tn,fn,technical_far,false_rejection_rate,precision,recall,specificity,f1,balanced_accuracy,g_mean,youden_j,coverage,accepted_high_risk_proxy_failures,group_weighted,fixed_group_cv_f1_std,is_selected
0.24,237,46,118.0,63.0,56.0,0.0,0.5294117647058824,0.0,0.6519337016574586,1.0,0.47058823529411764,0.7892976588628763,0.7352941176470589,0.6859943405700354,0.47058823529411775,0.7637130801687764,57,False,0.10492127957426059,False
0.241,237,46,118.0,63.0,56.0,0.0,0.5294117647058824,0.0,0.6519337016574586,1.0,0.47058823529411764,0.7892976588628763,0.7352941176470589,0.6859943405700354,0.47058823529411775,0.7637130801687764,57,False,0.10492127957426059,False
0.242,237,46,118.0,63.0,56.0,0.0,0.5294117647058824,0.0,0.6519337016574586,1.0,0.47058823529411764,0.7892976588628763,0.7352941176470589,0.6859943405700354,0.47058823529411775,0.7637130801687764,57,False,0.10492127957426059,False
0.243,237,46,118.0,63.0,56.0,0.0,0.5294117647058824,0.0,0.6519337016574586,1.0,0.47058823529411764,0.7892976588628763,0.7352941176470589,0.6859943405700354,0.47058823529411775,0.7637130801687764,57,False,0.10492127957426059,False
0.244,237,46,118.0,63.0,56.0,0.0,0.5294117647058824,0.0,0.6519337016574586,1.0,0.47058823529411764,0.7892976588628763,0.7352941176470589,0.6859943405700354,0.47058823529411775,0.7637130801687764,57,False,0.10492127957426059,False
0.245,237,46,118.0,63.0,56.0,0.0,0.5294117647058824,0.0,0.6519337016574586,1.0,0.47058823529411764,0.7892976588628763,0.7352941176470589,0.6859943405700354,0.47058823529411775,0.7637130801687764,57,False,0.10492127957426059,False
0.246,237,46,118.0,63.0,56.0,0.0,0.5294117647058824,0.0,0.6519337016574586,1.0,0.47058823529411764,0.7892976588628763,0.7352941176470589,0.6859943405700354,0.47058823529411775,0.7637130801687764,57,False,0.10492127957426059,False
0.247,237,46,118.0,63.0,56.0,0.0,0.5294117647058824,0.0,0.6519337016574586,1.0,0.47058823529411764,0.7892976588628763,0.7352941176470589,0.6859943405700354,0.47058823529411775,0.7637130801687764,57,False,0.10492127957426059,False
0.248,237,46,118.0,63.0,56.0,0.0,0.5294117647058824,0.0,0.6519337016574586,1.0,0.47058823529411764,0.7892976588628763,0.7352941176470589,0.6859943405700354,0.47058823529411775,0.7637130801687764,57,False,0.10492127957426059,False
0.249,237,46,118.0,63.0,56.0,0.0,0.5294117647058824,0.0,0.6519337016574586,1.0,0.47058823529411764,0.7892976588628763,0.7352941176470589,0.6859943405700354,0.47058823529411775,0.7637130801687764,57,False,0.10492127957426059,False
0.25,237,46,118.0,63.0,56.0,0.0,0.5294117647058824,0.0,0.6519337016574586,1.0,0.47058823529411764,0.7892976588628763,0.7352941176470589,0.6859943405700354,0.47058823529411775,0.7637130801687764,57,False,0.10492127957426059,False
0.251,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.252,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.253,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.254,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.255,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.256,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.257,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.258,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.259,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.26,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.261,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.262,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.263,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.264,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.265,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.266,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.267,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.267857,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.268,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.269,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.27,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.271,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.272,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.273,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.274,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.275,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.276,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.277,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.278,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.279,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.28,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.281,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.282,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.283,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.284,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.285,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.285714,237,46,118.0,52.0,67.0,0.0,0.4369747899159664,0.0,0.6941176470588235,1.0,0.5630252100840336,0.8194444444444444,0.7815126050420168,0.7503500583621178,0.5630252100840336,0.7172995780590717,46,False,0.09211952817127621,False
0.286,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.287,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.288,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.289,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.29,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.291,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.292,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.292857,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.293,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.294,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.295,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.296,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.297,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.298,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.299,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.3,237,46,118.0,51.0,68.0,0.0,0.42857142857142855,0.0,0.6982248520710059,1.0,0.5714285714285714,0.8222996515679443,0.7857142857142857,0.7559289460184544,0.5714285714285714,0.7130801687763713,46,False,0.0859693697206457,False
0.301,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.302,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.303,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.304,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.305,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.306,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.307,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.308,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.309,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.31,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.311,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.312,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.313,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.314,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.315,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.316,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.3166665,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.317,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.318,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.319,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.32,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.321,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.322,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.323,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.324,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.325,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.326,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.327,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.328,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.329,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.33,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.331,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.332,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.333,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.333333,237,46,118.0,33.0,86.0,0.0,0.2773109243697479,0.0,0.7814569536423841,1.0,0.7226890756302521,0.8773234200743495,0.8613445378151261,0.8501112136833934,0.7226890756302522,0.6371308016877637,28,False,0.0620856360109334,False
0.334,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.335,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.336,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.337,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.338,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.339,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.34,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.341,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.3416665,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.342,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.343,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.344,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.345,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.346,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.347,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.348,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
0.349,237,46,118.0,27.0,92.0,0.0,0.226890756302521,0.0,0.8137931034482758,1.0,0.773109243697479,0.8973384030418251,0.8865546218487395,0.8792663098842575,0.7731092436974789,0.6118143459915611,22,False,0.05599861894214062,False
